,dteday,hr,holiday,workingday,hum,windspeed,temp_c,feels_like_c,light_out,total,fall,spring,summer,winter,clear,heavy,light,mist
4467,7/10/2011,1,0,0,0.61,9,24.9,26.999,0,113,0,0,1,0,1,0,0,0
4468,7/10/2011,2,0,0,0.69,6,23.96,26.0024,0,96,0,0,1,0,1,0,0,0
4469,7/10/2011,3,0,0,0.74,6,23.02,24.9992,0,25,0,0,1,0,1,0,0,0
4470,7/10/2011,4,0,0,0.69,6,23.02,24.9992,0,5,0,0,1,0,1,0,0,0
4471,7/10/2011,5,0,0,0.74,0,23.02,24.9992,1,17,0,0,1,0,1,0,0,0
4472,7/10/2011,6,0,0,0.78,6,22.08,22.9994,1,25,0,0,1,0,1,0,0,0
4473,7/10/2011,7,0,0,0.7,6,24.9,26.999,1,65,0,0,1,0,1,0,0,0
4474,7/10/2011,8,0,0,0.66,0,25.84,28.9988,1,92,0,0,1,0,1,0,0,0
4475,7/10/2011,9,0,0,0.66,6,26.78,30.002,1,169,0,0,1,0,1,0,0,0
4476,7/10/2011,10,0,0,0.55,9,27.72,30.002,1,268,0,0,1,0,1,0,0,0
4477,7/10/2011,11,0,0,0.55,13,28.66,32.0018,1,287,0,0,1,0,1,0,0,0
4478,7/10/2011,12,0,0,0.46,19,30.54,34.0016,1,377,0,0,1,0,1,0,0,0
4479,7/10/2011,13,0,0,0.46,20,29.6,32.0018,1,367,0,0,1,0,1,0,0,0
4480,7/10/2011,14,0,0,0.41,22,30.54,32.9984,1,349,0,0,1,0,1,0,0,0
4481,7/10/2011,15,0,0,0.39,19,31.48,32.9984,1,361,0,0,1,0,1,0,0,0
4482,7/10/2011,16,0,0,0.41,19,31.48,34.0016,1,372,0,0,1,0,1,0,0,0
4483,7/10/2011,17,0,0,0.36,15,31.48,32.9984,1,363,0,0,1,0,1,0,0,0
4484,7/10/2011,18,0,0,0.43,19,30.54,32.9984,1,363,0,0,1,0,1,0,0,0
4485,7/10/2011,19,0,0,0.49,22,29.6,32.9984,1,303,0,0,1,0,1,0,0,0
4486,7/10/2011,20,0,0,0.55,13,27.72,30.002,1,268,0,0,1,0,1,0,0,0
4487,7/10/2011,21,0,0,0.62,17,26.78,28.9988,0,227,0,0,1,0,1,0,0,0
4488,7/10/2011,22,0,0,0.66,15,26.78,30.002,0,143,0,0,1,0,1,0,0,0
4489,7/10/2011,23,0,0,0.66,17,25.84,28.9988,0,72,0,0,1,0,1,0,0,0
4490,7/11/2011,0,0,1,0.65,13,24.9,26.999,0,35,0,0,1,0,1,0,0,0
4491,7/11/2011,1,0,1,0.61,19,24.9,26.999,0,10,0,0,1,0,1,0,0,0
4492,7/11/2011,2,0,1,0.61,15,24.9,26.999,0,12,0,0,1,0,1,0,0,0
4493,7/11/2011,3,0,1,0.65,11,23.96,26.0024,0,10,0,0,1,0,1,0,0,0
4494,7/11/2011,4,0,1,0.74,15,23.02,24.9992,0,4,0,0,1,0,1,0,0,0
4495,7/11/2011,5,0,1,0.74,9,23.02,24.9992,1,26,0,0,1,0,1,0,0,0
4496,7/11/2011,6,0,1,0.74,13,23.96,26.0024,1,121,0,0,1,0,1,0,0,0
4497,7/11/2011,7,0,1,0.74,17,24.9,28.0022,1,317,0,0,1,0,1,0,0,0
4498,7/11/2011,8,0,1,0.66,19,26.78,30.002,1,420,0,0,1,0,1,0,0,0
4499,7/11/2011,9,0,1,0.59,20,28.66,32.9984,1,208,0,0,1,0,1,0,0,0
4500,7/11/2011,10,0,1,0.55,24,29.6,34.0016,1,117,0,0,1,0,1,0,0,0
4501,7/11/2011,11,0,1,0.56,20,30.54,36.0014,1,128,0,0,1,0,1,0,0,0
4502,7/11/2011,12,0,1,0.53,19,31.48,36.998,1,148,0,0,1,0,1,0,0,0
4503,7/11/2011,13,0,1,0.5,17,32.42,38.0012,1,141,0,0,1,0,1,0,0,0
4504,7/11/2011,14,0,1,0.53,19,32.42,38.9978,1,134,0,0,1,0,1,0,0,0
4505,7/11/2011,15,0,1,0.56,28,32.42,40.001,1,146,0,0,1,0,1,0,0,0
4506,7/11/2011,16,0,1,0.56,26,32.42,40.001,1,239,0,0,1,0,1,0,0,0
4507,7/11/2011,17,0,1,0.56,28,32.42,40.001,1,514,0,0,1,0,1,0,0,0
4508,7/11/2011,18,0,1,0.53,26,32.42,38.9978,1,472,0,0,1,0,1,0,0,0
4509,7/11/2011,19,0,1,0.59,22,31.48,38.9978,1,373,0,0,1,0,1,0,0,0
4510,7/11/2011,20,0,1,0.74,28,25.84,30.002,1,236,0,0,1,0,1,0,0,0
4511,7/11/2011,21,0,1,0.79,28,24.9,28.0022,0,130,0,0,1,0,1,0,0,0
4512,7/11/2011,22,0,1,0.74,9,25.84,30.002,0,90,0,0,1,0,1,0,0,0
4513,7/11/2011,23,0,1,0.79,9,24.9,28.0022,0,55,0,0,1,0,1,0,0,0
4514,7/12/2011,0,0,1,0.79,9,24.9,28.0022,0,22,0,0,1,0,1,0,0,0
4515,7/12/2011,1,0,1,0.79,6,24.9,28.0022,0,14,0,0,1,0,1,0,0,0
4516,7/12/2011,2,0,1,0.79,7,24.9,28.0022,0,9,0,0,1,0,1,0,0,0
4517,7/12/2011,3,0,1,0.79,0,24.9,28.0022,0,8,0,0,1,0,0,0,0,1
4518,7/12/2011,4,0,1,0.79,11,24.9,28.0022,0,6,0,0,1,0,1,0,0,0
4519,7/12/2011,5,0,1,0.79,6,24.9,28.0022,1,25,0,0,1,0,1,0,0,0
4520,7/12/2011,6,0,1,0.58,15,26.78,28.9988,1,115,0,0,1,0,1,0,0,0
4521,7/12/2011,7,0,1,0.55,13,27.72,30.002,1,330,0,0,1,0,1,0,0,0
4522,7/12/2011,8,0,1,0.58,15,27.72,30.9986,1,417,0,0,1,0,1,0,0,0
4523,7/12/2011,9,0,1,0.55,33,28.66,32.0018,1,176,0,0,1,0,1,0,0,0
4524,7/12/2011,10,0,1,0.52,11,30.54,34.9982,1,123,0,0,1,0,1,0,0,0
4525,7/12/2011,11,0,1,0.52,11,30.54,34.9982,1,125,0,0,1,0,1,0,0,0
4526,7/12/2011,12,0,1,0.44,20,32.42,36.0014,1,163,0,0,1,0,1,0,0,0
4527,7/12/2011,13,0,1,0.47,15,32.42,36.998,1,136,0,0,1,0,1,0,0,0
4528,7/12/2011,14,0,1,0.42,20,34.3,40.001,1,124,0,0,1,0,1,0,0,0
4529,7/12/2011,15,0,1,0.42,24,34.3,40.001,1,148,0,0,1,0,1,0,0,0
4530,7/12/2011,16,0,1,0.44,19,32.42,36.0014,1,202,0,0,1,0,1,0,0,0
4531,7/12/2011,17,0,1,0.44,19,33.36,38.0012,1,428,0,0,1,0,1,0,0,0
4532,7/12/2011,18,0,1,0.47,20,32.42,36.998,1,511,0,0,1,0,1,0,0,0
4533,7/12/2011,19,0,1,0.44,19,31.48,34.0016,1,337,0,0,1,0,1,0,0,0
4534,7/12/2011,20,0,1,0.43,13,30.54,32.9984,1,308,0,0,1,0,1,0,0,0
4535,7/12/2011,21,0,1,0.43,7,30.54,32.9984,0,258,0,0,1,0,1,0,0,0
4536,7/12/2011,22,0,1,0.46,9,29.6,32.0018,0,194,0,0,1,0,1,0,0,0
4537,7/12/2011,23,0,1,0.52,0,28.66,30.9986,0,79,0,0,1,0,1,0,0,0
4538,7/13/2011,0,0,1,0.62,0,27.72,30.9986,0,46,0,0,1,0,1,0,0,0
4539,7/13/2011,1,0,1,0.55,0,27.72,30.002,0,12,0,0,1,0,1,0,0,0
4540,7/13/2011,2,0,1,0.55,0,27.72,30.002,0,5,0,0,1,0,1,0,0,0
4541,7/13/2011,3,0,1,0.58,13,26.78,28.9988,0,4,0,0,1,0,1,0,0,0
4542,7/13/2011,4,0,1,0.58,17,26.78,28.9988,0,5,0,0,1,0,1,0,0,0
4543,7/13/2011,5,0,1,0.58,13,26.78,28.9988,1,26,0,0,1,0,1,0,0,0
4544,7/13/2011,6,0,1,0.58,11,26.78,28.9988,1,121,0,0,1,0,1,0,0,0
4545,7/13/2011,7,0,1,0.55,17,27.72,30.002,1,313,0,0,1,0,1,0,0,0
4546,7/13/2011,8,0,1,0.49,17,29.6,32.9984,1,449,0,0,1,0,1,0,0,0
4547,7/13/2011,9,0,1,0.41,13,30.54,32.9984,1,186,0,0,1,0,1,0,0,0
4548,7/13/2011,10,0,1,0.46,13,30.54,34.0016,1,113,0,0,1,0,1,0,0,0
4549,7/13/2011,11,0,1,0.39,11,31.48,32.9984,1,165,0,0,1,0,1,0,0,0
4550,7/13/2011,12,0,1,0.41,19,31.48,34.0016,1,174,0,0,1,0,1,0,0,0
4551,7/13/2011,13,0,1,0.46,9,30.54,34.0016,1,158,0,0,1,0,0,0,1,0
4552,7/13/2011,14,0,1,0.46,9,30.54,34.0016,1,116,0,0,1,0,0,0,1,0
4553,7/13/2011,15,0,1,0.94,9,22.08,20.9996,1,46,0,0,1,0,0,0,1,0
4554,7/13/2011,16,0,1,0.89,0,23.02,22.9994,1,141,0,0,1,0,0,0,0,1
4555,7/13/2011,17,0,1,0.79,0,24.9,28.0022,1,488,0,0,1,0,1,0,0,0
4556,7/13/2011,18,0,1,0.79,9,25.84,30.002,1,463,0,0,1,0,1,0,0,0
4557,7/13/2011,19,0,1,0.79,7,24.9,28.0022,1,419,0,0,1,0,1,0,0,0
4558,7/13/2011,20,0,1,0.84,11,24.9,28.0022,1,342,0,0,1,0,1,0,0,0
4559,7/13/2011,21,0,1,0.79,7,24.9,28.0022,0,250,0,0,1,0,1,0,0,0
4560,7/13/2011,22,0,1,0.83,13,23.96,26.0024,0,184,0,0,1,0,1,0,0,0
4561,7/13/2011,23,0,1,0.83,17,23.02,24.0026,0,116,0,0,1,0,1,0,0,0
4562,7/14/2011,0,0,1,0.69,20,23.02,24.9992,0,46,0,0,1,0,1,0,0,0
4563,7/14/2011,1,0,1,0.61,17,23.02,24.9992,0,25,0,0,1,0,1,0,0,0
4564,7/14/2011,2,0,1,0.57,20,22.08,24.9992,0,10,0,0,1,0,1,0,0,0
4565,7/14/2011,3,0,1,0.57,20,21.14,24.9992,0,6,0,0,1,0,1,0,0,0
4566,7/14/2011,4,0,1,0.53,17,21.14,24.9992,0,6,0,0,1,0,1,0,0,0
4567,7/14/2011,5,0,1,0.56,15,20.2,24.9992,1,28,0,0,1,0,1,0,0,0
4568,7/14/2011,6,0,1,0.6,15,20.2,24.0026,1,130,0,0,1,0,1,0,0,0
4569,7/14/2011,7,0,1,0.53,17,21.14,24.9992,1,334,0,0,1,0,1,0,0,0
4570,7/14/2011,8,0,1,0.5,24,22.08,24.9992,1,486,0,0,1,0,1,0,0,0
4571,7/14/2011,9,0,1,0.47,19,23.96,26.0024,1,224,0,0,1,0,1,0,0,0
4572,7/14/2011,10,0,1,0.42,17,24.9,26.0024,1,127,0,0,1,0,1,0,0,0
4573,7/14/2011,11,0,1,0.37,15,25.84,26.999,1,148,0,0,1,0,1,0,0,0
4574,7/14/2011,12,0,1,0.35,17,26.78,26.999,1,223,0,0,1,0,1,0,0,0
4575,7/14/2011,13,0,1,0.33,22,27.72,28.0022,1,177,0,0,1,0,1,0,0,0
4576,7/14/2011,14,0,1,0.35,19,26.78,26.999,1,178,0,0,1,0,1,0,0,0
4577,7/14/2011,15,0,1,0.33,20,27.72,28.0022,1,180,0,0,1,0,1,0,0,0
4578,7/14/2011,16,0,1,0.33,9,27.72,28.0022,1,274,0,0,1,0,1,0,0,0
4579,7/14/2011,17,0,1,0.37,9,26.78,26.999,1,595,0,0,1,0,1,0,0,0
4580,7/14/2011,18,0,1,0.42,13,25.84,26.999,1,578,0,0,1,0,1,0,0,0
4581,7/14/2011,19,0,1,0.39,15,25.84,26.999,1,400,0,0,1,0,1,0,0,0
4582,7/14/2011,20,0,1,0.42,15,24.9,26.0024,1,348,0,0,1,0,1,0,0,0
4583,7/14/2011,21,0,1,0.5,9,23.02,24.9992,0,261,0,0,1,0,1,0,0,0
4584,7/14/2011,22,0,1,0.57,6,22.08,24.9992,0,176,0,0,1,0,1,0,0,0
4585,7/14/2011,23,0,1,0.65,17,22.08,24.0026,0,124,0,0,1,0,1,0,0,0
4586,7/15/2011,0,0,1,0.73,15,21.14,22.9994,0,80,0,0,1,0,1,0,0,0
4587,7/15/2011,1,0,1,0.73,13,21.14,22.9994,0,20,0,0,1,0,1,0,0,0
4588,7/15/2011,2,0,1,0.78,11,20.2,22.0028,0,38,0,0,1,0,1,0,0,0
4589,7/15/2011,3,0,1,0.73,13,20.2,22.9994,0,7,0,0,1,0,1,0,0,0
4590,7/15/2011,4,0,1,0.73,11,20.2,22.9994,0,10,0,0,1,0,1,0,0,0
4591,7/15/2011,5,0,1,0.73,9,20.2,22.9994,1,23,0,0,1,0,1,0,0,0
4592,7/15/2011,6,0,1,0.73,7,20.2,22.9994,1,120,0,0,1,0,0,0,0,1
4593,7/15/2011,7,0,1,0.65,7,22.08,24.0026,1,274,0,0,1,0,1,0,0,0
4594,7/15/2011,8,0,1,0.65,17,22.08,24.0026,1,564,0,0,1,0,1,0,0,0
4595,7/15/2011,9,0,1,0.54,13,23.96,26.0024,1,207,0,0,1,0,1,0,0,0
4596,7/15/2011,10,0,1,0.61,11,23.02,24.9992,1,166,0,0,1,0,0,0,0,1
4597,7/15/2011,11,0,1,0.54,9,24.9,26.999,1,210,0,0,1,0,1,0,0,0
4598,7/15/2011,12,0,1,0.48,13,24.9,26.999,1,238,0,0,1,0,1,0,0,0
4599,7/15/2011,13,0,1,0.54,13,24.9,26.999,1,247,0,0,1,0,1,0,0,0
4600,7/15/2011,14,0,1,0.51,13,24.9,26.999,1,265,0,0,1,0,1,0,0,0
4601,7/15/2011,15,0,1,0.45,11,25.84,26.999,1,237,0,0,1,0,1,0,0,0
4602,7/15/2011,16,0,1,0.51,13,25.84,28.0022,1,361,0,0,1,0,1,0,0,0
4603,7/15/2011,17,0,1,0.42,17,26.78,28.0022,1,587,0,0,1,0,1,0,0,0
4604,7/15/2011,18,0,1,0.45,15,25.84,26.999,1,496,0,0,1,0,1,0,0,0
4605,7/15/2011,19,0,1,0.45,15,24.9,26.0024,1,394,0,0,1,0,1,0,0,0
4606,7/15/2011,20,0,1,0.51,15,24.9,26.999,1,343,0,0,1,0,1,0,0,0
4607,7/15/2011,21,0,1,0.54,7,23.02,24.9992,0,261,0,0,1,0,1,0,0,0
4608,7/15/2011,22,0,1,0.57,15,23.02,24.9992,0,223,0,0,1,0,1,0,0,0
4609,7/15/2011,23,0,1,0.61,11,22.08,24.9992,0,167,0,0,1,0,1,0,0,0
4610,7/16/2011,0,0,0,0.65,13,21.14,24.0026,0,110,0,0,1,0,1,0,0,0
4611,7/16/2011,1,0,0,0.69,7,20.2,22.9994,0,75,0,0,1,0,1,0,0,0
4612,7/16/2011,2,0,0,0.73,9,20.2,22.9994,0,58,0,0,1,0,1,0,0,0
4613,7/16/2011,3,0,0,0.78,9,20.2,22.0028,0,26,0,0,1,0,1,0,0,0
4614,7/16/2011,4,0,0,0.73,6,20.2,22.9994,0,16,0,0,1,0,1,0,0,0
4615,7/16/2011,5,0,0,0.78,6,19.26,20.003,1,10,0,0,1,0,1,0,0,0
4616,7/16/2011,6,0,0,0.78,11,20.2,22.0028,1,37,0,0,1,0,1,0,0,0
4617,7/16/2011,7,0,0,0.73,9,21.14,22.9994,1,52,0,0,1,0,1,0,0,0
4618,7/16/2011,8,0,0,0.65,11,23.02,24.9992,1,127,0,0,1,0,1,0,0,0
4619,7/16/2011,9,0,0,0.54,15,24.9,26.999,1,222,0,0,1,0,1,0,0,0
4620,7/16/2011,10,0,0,0.54,13,25.84,28.0022,1,322,0,0,1,0,1,0,0,0
4621,7/16/2011,11,0,0,0.48,15,26.78,28.0022,1,396,0,0,1,0,1,0,0,0
4622,7/16/2011,12,0,0,0.43,19,27.72,28.9988,1,463,0,0,1,0,1,0,0,0
4623,7/16/2011,13,0,0,0.45,20,27.72,28.9988,1,497,0,0,1,0,1,0,0,0
4624,7/16/2011,14,0,0,0.45,20,26.78,28.0022,1,433,0,0,1,0,1,0,0,0
4625,7/16/2011,15,0,0,0.45,22,27.72,28.9988,1,428,0,0,1,0,1,0,0,0
4626,7/16/2011,16,0,0,0.45,19,27.72,28.9988,1,425,0,0,1,0,1,0,0,0
4627,7/16/2011,17,0,0,0.45,15,27.72,28.9988,1,475,0,0,1,0,1,0,0,0
4628,7/16/2011,18,0,0,0.45,19,27.72,28.9988,1,428,0,0,1,0,1,0,0,0
4629,7/16/2011,19,0,0,0.48,13,26.78,28.9988,1,406,0,0,1,0,1,0,0,0
4630,7/16/2011,20,0,0,0.51,15,25.84,28.0022,1,296,0,0,1,0,1,0,0,0
4631,7/16/2011,21,0,0,0.58,15,24.9,26.999,0,252,0,0,1,0,1,0,0,0
4632,7/16/2011,22,0,0,0.65,19,24.9,26.999,0,201,0,0,1,0,1,0,0,0
4633,7/16/2011,23,0,0,0.61,15,23.96,26.0024,0,168,0,0,1,0,1,0,0,0
4634,7/17/2011,0,0,0,0.65,15,23.02,24.9992,0,125,0,0,1,0,1,0,0,0
4635,7/17/2011,1,0,0,0.69,13,22.08,24.0026,0,102,0,0,1,0,1,0,0,0
4636,7/17/2011,2,0,0,0.69,15,22.08,24.0026,0,94,0,0,1,0,1,0,0,0
4637,7/17/2011,3,0,0,0.69,15,22.08,24.0026,0,47,0,0,1,0,1,0,0,0
4638,7/17/2011,4,0,0,0.73,11,21.14,22.9994,0,10,0,0,1,0,1,0,0,0
4639,7/17/2011,5,0,0,0.69,15,22.08,24.0026,1,12,0,0,1,0,1,0,0,0
4640,7/17/2011,6,0,0,0.73,11,21.14,22.9994,1,21,0,0,1,0,1,0,0,0
4641,7/17/2011,7,0,0,0.73,11,22.08,24.0026,1,50,0,0,1,0,1,0,0,0
4642,7/17/2011,8,0,0,0.65,15,23.96,26.0024,1,118,0,0,1,0,1,0,0,0
4643,7/17/2011,9,0,0,0.58,15,25.84,28.0022,1,184,0,0,1,0,1,0,0,0
4644,7/17/2011,10,0,0,0.6,15,26.78,28.9988,1,304,0,0,1,0,1,0,0,0
4645,7/17/2011,11,0,0,0.55,19,27.72,30.002,1,391,0,0,1,0,1,0,0,0
4646,7/17/2011,12,0,0,0.55,19,27.72,30.002,1,420,0,0,1,0,1,0,0,0
4647,7/17/2011,13,0,0,0.49,20,29.6,32.9984,1,472,0,0,1,0,1,0,0,0
4648,7/17/2011,14,0,0,0.49,24,29.6,32.9984,1,430,0,0,1,0,1,0,0,0
4649,7/17/2011,15,0,0,0.43,20,30.54,32.9984,1,324,0,0,1,0,1,0,0,0
4650,7/17/2011,16,0,0,0.46,20,29.6,32.0018,1,317,0,0,1,0,1,0,0,0
4651,7/17/2011,17,0,0,0.49,26,29.6,32.9984,1,369,0,0,1,0,1,0,0,0
4652,7/17/2011,18,0,0,0.46,20,29.6,32.0018,1,390,0,0,1,0,1,0,0,0
4653,7/17/2011,19,0,0,0.55,19,27.72,30.002,1,379,0,0,1,0,1,0,0,0
4654,7/17/2011,20,0,0,0.58,17,27.72,30.9986,1,262,0,0,1,0,1,0,0,0
4655,7/17/2011,21,0,0,0.62,15,26.78,28.9988,0,207,0,0,1,0,1,0,0,0
4656,7/17/2011,22,0,0,0.66,15,25.84,28.9988,0,181,0,0,1,0,1,0,0,0
4657,7/17/2011,23,0,0,0.74,9,24.9,28.0022,0,93,0,0,1,0,1,0,0,0
4658,7/18/2011,0,0,1,0.74,9,24.9,28.0022,0,51,0,0,1,0,1,0,0,0
4659,7/18/2011,1,0,1,0.74,15,24.9,28.0022,0,25,0,0,1,0,1,0,0,0
4660,7/18/2011,2,0,1,0.83,15,23.02,24.0026,0,10,0,0,1,0,1,0,0,0
4661,7/18/2011,3,0,1,0.78,13,23.02,24.0026,0,7,0,0,1,0,1,0,0,0
4662,7/18/2011,4,0,1,0.78,11,22.08,22.9994,0,4,0,0,1,0,1,0,0,0
4663,7/18/2011,5,0,1,0.78,7,22.08,22.9994,1,17,0,0,1,0,1,0,0,0
4664,7/18/2011,6,0,1,0.83,7,22.08,22.0028,1,105,0,0,1,0,1,0,0,0
4665,7/18/2011,7,0,1,0.74,15,23.96,26.0024,1,277,0,0,1,0,1,0,0,0
4666,7/18/2011,8,0,1,0.7,13,24.9,26.999,1,347,0,0,1,0,1,0,0,0
4667,7/18/2011,9,0,1,0.67,15,26.78,30.002,1,203,0,0,1,0,1,0,0,0
4668,7/18/2011,10,0,1,0.62,13,27.72,30.9986,1,130,0,0,1,0,1,0,0,0
4669,7/18/2011,11,0,1,0.55,6,29.6,34.0016,1,141,0,0,1,0,1,0,0,0
4670,7/18/2011,12,0,1,0.59,13,29.6,34.9982,1,165,0,0,1,0,1,0,0,0
4671,7/18/2011,13,0,1,0.56,17,30.54,36.0014,1,152,0,0,1,0,1,0,0,0
4672,7/18/2011,14,0,1,0.56,22,30.54,36.0014,1,138,0,0,1,0,1,0,0,0
4673,7/18/2011,15,0,1,0.53,22,31.48,36.998,1,164,0,0,1,0,1,0,0,0
4674,7/18/2011,16,0,1,0.53,19,31.48,36.998,1,265,0,0,1,0,1,0,0,0
4675,7/18/2011,17,0,1,0.49,22,31.48,36.0014,1,545,0,0,1,0,1,0,0,0
4676,7/18/2011,18,0,1,0.49,24,30.54,34.9982,1,558,0,0,1,0,1,0,0,0
4677,7/18/2011,19,0,1,0.55,15,29.6,34.0016,1,398,0,0,1,0,1,0,0,0
4678,7/18/2011,20,0,1,0.59,15,28.66,32.9984,1,323,0,0,1,0,1,0,0,0
4679,7/18/2011,21,0,1,0.66,13,26.78,30.002,0,202,0,0,1,0,1,0,0,0
4680,7/18/2011,22,0,1,0.66,15,27.72,32.0018,0,140,0,0,1,0,1,0,0,0
4681,7/18/2011,23,0,1,0.66,11,26.78,30.002,0,91,0,0,1,0,1,0,0,0
4682,7/19/2011,0,0,1,0.66,7,26.78,30.002,0,51,0,0,1,0,1,0,0,0
4683,7/19/2011,1,0,1,0.66,9,26.78,30.002,0,13,0,0,1,0,0,0,0,1
4684,7/19/2011,2,0,1,0.7,11,25.84,28.9988,0,13,0,0,1,0,1,0,0,0
4685,7/19/2011,3,0,1,0.7,11,25.84,28.9988,0,3,0,0,1,0,1,0,0,0
4686,7/19/2011,4,0,1,0.7,9,25.84,28.9988,0,5,0,0,1,0,1,0,0,0
4687,7/19/2011,5,0,1,0.74,7,24.9,28.0022,1,19,0,0,1,0,0,0,0,1
4688,7/19/2011,6,0,1,0.74,7,25.84,30.002,1,134,0,0,1,0,0,0,0,1
4689,7/19/2011,7,0,1,0.7,11,26.78,30.002,1,315,0,0,1,0,0,0,0,1
4690,7/19/2011,8,0,1,0.7,11,27.72,32.0018,1,412,0,0,1,0,0,0,0,1
4691,7/19/2011,9,0,1,0.63,9,29.6,36.0014,1,199,0,0,1,0,0,0,0,1
4692,7/19/2011,10,0,1,0.56,11,30.54,36.0014,1,141,0,0,1,0,0,0,0,1
4693,7/19/2011,11,0,1,0.59,0,30.54,36.998,1,127,0,0,1,0,1,0,0,0
4694,7/19/2011,12,0,1,0.56,6,31.48,38.0012,1,153,0,0,1,0,1,0,0,0
4695,7/19/2011,13,0,1,0.53,7,32.42,38.9978,1,172,0,0,1,0,1,0,0,0
4696,7/19/2011,14,0,1,0.5,13,32.42,38.0012,1,152,0,0,1,0,1,0,0,0
4697,7/19/2011,15,0,1,0.44,13,33.36,38.0012,1,158,0,0,1,0,1,0,0,0
4698,7/19/2011,16,0,1,0.42,20,34.3,40.001,1,277,0,0,1,0,1,0,0,0
4699,7/19/2011,17,0,1,0.66,0,29.6,36.998,1,513,0,0,1,0,1,0,0,0
4700,7/19/2011,18,0,1,0.66,9,29.6,36.998,1,530,0,0,1,0,1,0,0,0
4701,7/19/2011,19,0,1,0.75,13,27.72,32.9984,1,388,0,0,1,0,1,0,0,0
4702,7/19/2011,20,0,1,0.74,6,26.78,32.0018,1,277,0,0,1,0,1,0,0,0
4703,7/19/2011,21,0,1,0.74,9,26.78,30.9986,0,241,0,0,1,0,1,0,0,0
4704,7/19/2011,22,0,1,0.74,0,26.78,30.9986,0,156,0,0,1,0,1,0,0,0
4705,7/19/2011,23,0,1,0.79,11,25.84,30.002,0,92,0,0,1,0,0,0,1,0
4706,7/20/2011,0,0,1,0.84,7,24.9,28.0022,0,40,0,0,1,0,1,0,0,0
4707,7/20/2011,1,0,1,0.84,0,24.9,28.0022,0,11,0,0,1,0,1,0,0,0
4708,7/20/2011,2,0,1,0.84,0,24.9,28.0022,0,9,0,0,1,0,1,0,0,0
4709,7/20/2011,3,0,1,0.84,7,24.9,28.0022,0,6,0,0,1,0,1,0,0,0
4710,7/20/2011,4,0,1,0.83,0,23.96,26.0024,0,4,0,0,1,0,1,0,0,0
4711,7/20/2011,5,0,1,0.83,7,23.96,26.0024,1,23,0,0,1,0,1,0,0,0
4712,7/20/2011,6,0,1,0.89,7,23.96,26.0024,1,116,0,0,1,0,0,0,0,1
4713,7/20/2011,7,0,1,0.84,7,24.9,28.0022,1,303,0,0,1,0,0,0,0,1
4714,7/20/2011,8,0,1,0.74,0,26.78,30.9986,1,438,0,0,1,0,1,0,0,0
4715,7/20/2011,9,0,1,0.7,6,26.78,30.002,1,209,0,0,1,0,1,0,0,0
4716,7/20/2011,10,0,1,0.7,0,27.72,32.0018,1,110,0,0,1,0,1,0,0,0
4717,7/20/2011,11,0,1,0.63,6,29.6,36.0014,1,142,0,0,1,0,1,0,0,0
4718,7/20/2011,12,0,1,0.59,0,30.54,36.998,1,149,0,0,1,0,1,0,0,0
4719,7/20/2011,13,0,1,0.56,13,31.48,38.0012,1,120,0,0,1,0,1,0,0,0
4720,7/20/2011,14,0,1,0.53,15,32.42,38.9978,1,127,0,0,1,0,1,0,0,0
4721,7/20/2011,15,0,1,0.5,11,32.42,38.0012,1,138,0,0,1,0,1,0,0,0
4722,7/20/2011,16,0,1,0.56,0,31.48,38.0012,1,234,0,0,1,0,1,0,0,0
4723,7/20/2011,17,0,1,0.59,13,31.48,38.9978,1,455,0,0,1,0,1,0,0,0
4724,7/20/2011,18,0,1,0.59,15,31.48,38.9978,1,497,0,0,1,0,1,0,0,0
4725,7/20/2011,19,0,1,0.67,11,30.54,40.001,1,382,0,0,1,0,1,0,0,0
4726,7/20/2011,20,0,1,0.75,15,29.6,38.9978,1,309,0,0,1,0,1,0,0,0
4727,7/20/2011,21,0,1,0.66,11,29.6,36.998,0,242,0,0,1,0,1,0,0,0
4728,7/20/2011,22,0,1,0.7,15,28.66,34.9982,0,169,0,0,1,0,1,0,0,0
4729,7/20/2011,23,0,1,0.75,17,27.72,32.9984,0,99,0,0,1,0,1,0,0,0
4730,7/21/2011,0,0,1,0.75,13,27.72,32.9984,0,42,0,0,1,0,0,0,0,1
4731,7/21/2011,1,0,1,0.84,15,26.78,32.0018,0,21,0,0,1,0,0,0,0,1
4732,7/21/2011,2,0,1,0.84,15,26.78,32.0018,0,6,0,0,1,0,0,0,0,1
4733,7/21/2011,3,0,1,0.79,9,26.78,30.9986,0,6,0,0,1,0,0,0,0,1
4734,7/21/2011,4,0,1,0.84,7,25.84,30.9986,0,4,0,0,1,0,0,0,0,1
4735,7/21/2011,5,0,1,0.84,7,25.84,30.9986,1,18,0,0,1,0,0,0,0,1
4736,7/21/2011,6,0,1,0.84,7,25.84,30.9986,1,117,0,0,1,0,0,0,0,1
4737,7/21/2011,7,0,1,0.84,9,26.78,32.0018,1,274,0,0,1,0,0,0,0,1
4738,7/21/2011,8,0,1,0.79,11,27.72,34.0016,1,381,0,0,1,0,0,0,0,1
4739,7/21/2011,9,0,1,0.75,17,29.6,38.0012,1,200,0,0,1,0,0,0,0,1
4740,7/21/2011,10,0,1,0.71,15,30.54,40.9976,1,78,0,0,1,0,0,0,0,1
